holdType,homeType,noBed,soldPrice,usage,latitude,longitude
1,3,4,335000,1,51.2539607872923,-2.99881647651909
2,4,1,55500,1,51.244705278137204,-2.99701133017558
1,3,2,160000,1,51.2343356410074,-2.99085719397533
1,1,4,237500,1,51.2589869138062,-3.00517381995648
1,1,2,225000,1,51.2398186296881,-2.9900582096259503
1,1,3,235000,1,51.231472,-2.97967234210993
1,1,2,235000,1,51.2306560224419,-2.9995291020966
1,1,3,210000,1,51.2398186296881,-2.9900582096259503
1,1,2,222000,1,51.2317971067208,-2.9964744480037795
1,2,3,277500,1,51.2444840638083,-2.98597502427085
1,2,4,317000,1,51.247229509015,-2.9920226454251098
1,1,2,223000,1,51.243426,-2.986869
1,2,3,220000,1,51.23085465079021,-2.9856549828978505
1,1,3,219950,1,51.256134255409094,-3.00300543482198
1,3,3,198000,1,51.2356087188199,-2.9965997834725298
1,3,3,180000,1,51.2352634970279,-2.99806767324161
1,3,2,174500,1,51.2380133459472,-2.9844758116324703
1,3,2,167500,1,51.256134255409094,-3.00300543482198
1,3,2,150500,1,51.23952139109429,-2.98372013049162
1,2,2,215000,1,51.243426,-2.986869
1,1,4,265000,1,51.2607944883544,-3.00620214607944
1,1,2,247500,1,51.2429247336766,-2.9949098540465897
1,1,2,232500,1,51.24354844553989,-2.9860266452425996
1,2,4,470000,1,51.245886261923104,-2.9945439594247203
1,2,4,315000,1,51.232693177697705,-2.9819559778991698
1,2,4,370000,1,51.2473661266475,-2.98862995729777
1,1,2,171000,1,51.2408582787979,-2.98192931433802
1,3,2,165000,1,51.2441189594135,-2.9823426030070603
1,3,2,185000,1,51.2352479498727,-2.99249538415363
1,1,3,249950,1,51.2377074016527,-2.9887666419356
1,2,4,400000,1,51.251415807582205,-2.99989329619893
1,2,4,295000,1,51.242128,-2.9966861070493103
1,3,2,180000,1,51.228738434869896,-2.9795946240052005
1,2,3,250000,1,51.23024980451421,-2.978926
1,3,3,180000,1,51.23361252271361,-2.99341984651377
1,1,3,222500,1,51.2490265143435,-2.9932505512917102
1,2,4,259950,1,51.243004275634,-2.9812300607734903
1,2,2,295000,1,51.245077088139496,-2.98922557233926
1,2,2,262250,1,51.2423250662634,-2.9924614958400695
1,1,3,490000,1,51.249156868852204,-2.99801029206854
1,3,3,212000,1,51.2449379214435,-2.98760365871382
1,4,1,100000,1,51.23469187352671,-2.99232585638672
1,1,2,250000,1,51.2324403581343,-2.9874219441271697
1,3,2,164950,1,51.236588001420095,-2.99034694862241
1,1,3,275000,1,51.243651375975894,-2.9844815970305096
1,2,3,275000,1,51.2469500939548,-2.9973894147529303
1,1,1,124000,1,51.24208192588139,-2.98291521136244
1,2,4,345000,1,51.248506128607595,-2.9952309159451604
1,2,4,415000,1,51.275158497932104,-3.0110032172900096
1,1,4,248000,1,51.2401519558181,-2.9857248008164303
1,2,3,309950,1,51.2529417399242,-3.0002129895277596
2,4,2,120000,1,51.2343356410074,-2.99085719397533
1,1,2,212000,1,51.2339891069724,-2.9893028221695297
1,2,2,165000,1,51.2386751965582,-2.9838310003709
1,2,4,570000,1,51.2450964513416,-2.99224895129624
1,1,3,230000,1,51.2607944883544,-3.00620214607944
1,2,3,350000,1,51.2539607872923,-2.99881647651909
1,2,7,520000,1,51.2529417399242,-3.0002129895277596
1,2,3,185000,1,51.2386751965582,-2.9838310003709
1,1,2,231500,1,51.2422067261469,-2.99369097958062
1,2,4,332500,1,51.231259,-2.9814195885064305
1,2,4,650000,1,51.246313,-2.99206
1,1,3,248000,1,51.2579854613665,-2.9992619899129904
1,3,2,140000,1,51.2378214563447,-2.9837698104887798
1,3,4,280000,1,51.2373202552335,-2.99412999979548
1,1,2,217000,1,51.258785800454,-3.00555637244131
1,2,6,565000,1,51.2450964513416,-2.99224895129624
1,2,4,225000,1,51.23085465079021,-2.9856549828978505
1,1,3,237500,1,51.234291874460204,-2.98645894446356
1,2,3,277500,1,51.2444840638083,-2.98597502427085
1,2,3,265000,1,51.2359763036485,-2.99234
1,2,3,288000,1,51.2287989432209,-2.9937458228352405
1,2,2,258500,1,51.228875820692394,-2.9899808447674503
1,1,2,242000,1,51.2579854613665,-2.9992619899129904
1,2,3,288000,1,51.2287989432209,-2.9937458228352405
1,3,3,230000,1,51.23361252271361,-2.99341984651377
1,3,3,155000,1,51.2359585493969,-2.9945876591404996
1,1,3,170000,1,51.2326279253524,-2.9907632111741798
1,1,4,235000,1,51.2373979559291,-2.98600971269621
1,2,4,455000,1,51.2500195901245,-3.0001782299087
1,2,3,355000,1,51.2388075839211,-2.99158358753183
1,1,2,245000,1,51.2422067261469,-2.99369097958062
1,2,3,299950,1,51.226427,-2.98831
1,1,2,270000,1,51.24759037016621,-3.00138634871432
1,1,3,196500,1,51.2444840638083,-2.98597502427085
1,2,4,320000,1,51.2350981879034,-2.98574568248908
1,1,4,315000,1,51.241465246256396,-2.9941763981316503
1,1,3,235000,1,51.2306009628925,-2.99755142517924
1,1,4,150000,1,51.22905861769521,-2.9789426190541204
1,1,3,235000,1,51.264735,-3.0103909484205
1,1,4,385000,1,51.242909646978795,-2.99879191975209
1,2,4,512500,1,51.2461543689964,-2.9957962080880898
1,2,3,270000,1,51.2287989432209,-2.9937458228352405
1,2,2,270000,1,51.256888068695204,-3.00455481320405
1,2,6,695250,1,51.244647499408394,-2.99534818258989
1,2,4,221000,1,51.2378214563447,-2.9837698104887798
1,1,3,312000,1,51.2569336315742,-3.0002853081149
1,1,8,483000,1,51.243692431167794,-2.9987372472134797
1,2,3,275000,1,51.2440676424532,-2.9916250929788704
1,1,2,157500,1,51.238299,-2.993392
1,2,4,287500,1,51.2342937907973,-2.98409561126298
1,1,3,250000,1,51.2627528978828,-3.00850943063242
1,2,2,257500,1,51.2306560224419,-2.9995291020966
1,1,3,257000,1,51.233285506667606,-2.99697927301706
2,4,2,211000,1,51.24232294167499,-2.99905140265442
1,1,4,245000,1,51.2306009628925,-2.99755142517924
1,2,2,272500,1,51.2577955359494,-3.0014934754466003
1,1,3,217000,1,51.2326279253524,-2.9907632111741798
1,2,3,267500,1,51.233480424948596,-2.9845795675341202
1,1,4,205000,1,51.264735,-3.0103909484205
1,2,5,490000,1,51.246313,-2.99206
1,3,1,129000,1,51.2386751965582,-2.9838310003709
1,3,3,275000,1,51.26346876594379,-3.00995835944754
1,2,3,365000,1,51.2536560294829,-3.0029081113121
1,1,2,238000,1,51.234976173523705,-2.98741894638661
1,1,2,259500,1,51.2398186296881,-2.9900582096259503
1,2,3,260000,1,51.229641412119996,-2.98236363192918
1,2,2,245000,1,51.2306009628925,-2.99755142517924
1,2,2,215000,1,51.2480007425509,-2.99120823485015
1,2,2,238000,1,51.228875820692394,-2.9899808447674503
1,1,2,170000,1,51.23469187352671,-2.99232585638672
2,4,3,200000,1,51.230691428070095,-3.00064701465383
1,2,3,286000,1,51.2450603197097,-2.9826778533599003
1,3,2,160000,1,51.2418026512376,-2.98511543216022
1,3,3,185000,1,51.233207586679896,-2.9923941800764307
1,1,3,214000,1,51.231472,-2.97967234210993
1,1,4,295000,1,51.2359763036485,-2.99234
1,1,2,215000,1,51.2423250662634,-2.9924614958400695
1,3,5,245000,1,51.2378511823108,-2.9940841482344105
1,1,2,195000,1,51.2324403581343,-2.9874219441271697
1,3,3,237000,1,51.2336139541691,-2.9900682310389306
2,4,1,68000,1,51.244705278137204,-2.99701133017558
1,3,2,179000,1,51.2343356410074,-2.99085719397533
1,3,2,152500,1,51.2343356410074,-2.99085719397533
1,2,3,229000,1,51.2408889162614,-2.98363470446925
1,3,4,227000,1,51.232918914901504,-2.99356245916084
1,1,3,217000,1,51.251674043687494,-2.9959727824215903
1,1,3,197000,1,51.2398885091993,-2.9871087146931
1,2,4,415000,1,51.24944302331039,-2.9971424681466603
1,2,4,385000,1,51.251118069071204,-3.0010617917919395
1,1,3,280000,1,51.251208610791,-2.99571913550746
1,1,3,270000,1,51.24944302331039,-2.9971424681466603
1,3,3,189000,1,51.239901172309196,-2.9877392956435003
1,1,4,236000,1,51.2408889162614,-2.98363470446925
1,1,2,255000,1,51.23289190813,-2.9956816892137903
1,3,2,190000,1,51.228232281108205,-2.99058286148673
1,3,2,175000,1,51.2295986144376,-2.99170067981892
1,3,2,172500,1,51.228232281108205,-2.99058286148673
1,2,2,280000,1,51.24388199594561,-2.9848590099351204
1,3,3,177000,1,51.2401077513776,-2.98883244317159
1,3,3,180500,1,51.2342788846815,-2.99542516544419
1,1,3,200000,1,51.2318791644296,-2.99104790326588
1,1,3,220000,1,51.228446302088,-2.98866835423217
1,3,3,199950,1,51.2377074016527,-2.9887666419356
1,3,2,172000,1,51.2331560634454,-2.9942264325188703
2,4,3,140000,1,51.244531300039505,-2.999357
1,2,3,295000,1,51.242144651625395,-2.9978155090118506
1,1,3,265000,1,51.24443756671079,-2.98295111077051
1,2,3,294950,1,51.2579315734299,-3.00030697252115
1,2,2,240000,1,51.2480007425509,-2.99120823485015
1,1,2,235000,1,51.24010244300921,-2.98305923954754
1,1,3,218500,1,51.2316502646807,-2.9947095870659304
1,1,2,184500,1,51.2441189594135,-2.9823426030070603
1,1,3,185000,1,51.2328351377431,-2.98859056204198
1,2,3,307500,1,51.278991,-3.012629
1,2,2,220000,1,51.2323564974229,-2.9951974746127896
1,1,2,257950,1,51.2555816233354,-3.0048559249617703
1,1,4,237000,1,51.256134255409094,-3.00300543482198
1,1,3,203000,1,51.2635592187142,-3.00781045273025
2,4,2,175000,1,51.24232294167499,-2.99905140265442
1,3,2,159000,1,51.241457246353704,-2.98341761864885
1,1,2,203000,1,51.243426,-2.986869
1,2,3,335000,1,51.246670546656894,-2.9995897759455903
1,1,3,229950,1,51.2309527109085,-2.9825491087657405
1,2,4,322500,1,51.2340208217337,-2.98447651784949
1,2,2,245000,1,51.25551275692779,-3.0034500742669503
1,2,4,284000,1,51.2347483362719,-2.98990637850093
1,1,6,485000,1,51.2416751913348,-2.998034560994
1,2,4,256500,1,51.2469500939548,-2.9973894147529303
1,2,3,289950,1,51.2435358031144,-2.9885907919854398
2,4,2,187500,1,51.230691428070095,-3.00064701465383
2,4,2,100000,1,51.2340155020206,-2.99467466331922
1,2,3,270000,1,51.2396011767141,-2.99131415195966
1,3,2,190000,1,51.229928352043295,-2.9931113384400296
1,3,2,185000,1,51.239287351003895,-2.9848181644392997
1,2,3,277500,1,51.2579854613665,-2.9992619899129904
1,3,4,199950,1,51.2306009628925,-2.99755142517924
2,4,3,238000,1,51.230691428070095,-3.00064701465383
1,2,4,445000,1,51.2486482608883,-3.000964
1,2,3,250000,1,51.2325408747258,-2.98402956040734
1,2,5,375000,1,51.232617943552704,-2.9898176810984802
1,2,3,216000,1,51.2298489401781,-2.9779854909454304
1,2,3,280000,1,51.245525974707796,-2.9882466441626
1,1,2,195000,1,51.2366501050337,-2.98725425198135
1,3,2,174500,1,51.2298489401781,-2.9779854909454304
1,1,4,242000,1,51.2484850170955,-2.99348245661616
1,1,2,174950,1,51.23469187352671,-2.99232585638672
1,3,3,175000,1,51.258785800454,-3.00555637244131
1,2,4,315000,1,51.2342937907973,-2.98409561126298
1,1,2,220000,1,51.2325296933674,-2.99703454863271
1,2,4,250000,1,51.243004275634,-2.9812300607734903
1,2,5,265000,1,51.2307614680914,-2.98390566081887
1,3,2,160000,1,51.2386384085211,-2.98606488874629
1,1,2,195000,1,51.2324403581343,-2.9874219441271697
1,2,3,255000,1,51.2340208217337,-2.98447651784949
1,2,4,245000,1,51.2774123102364,-3.01241471053263
1,3,3,220000,1,51.2337274401898,-2.9947114201123703
1,2,3,345000,1,51.23213127359261,-2.9920702406102095
1,3,2,125000,1,51.2319090237463,-2.9896449159823595
1,2,2,222000,1,51.2476933519224,-2.990786
1,1,3,203000,1,51.232693177697705,-2.9819559778991698
1,2,4,315000,1,51.232693177697705,-2.9819559778991698
1,2,5,390000,1,51.251118069071204,-3.0010617917919395
1,2,3,232500,1,51.241845976307204,-2.9863770306307695
1,1,2,175000,1,51.2649250919417,-3.01000462159826
1,2,4,375000,1,51.2654776361403,-3.00745109476502
2,4,2,155000,1,51.24417632828529,-2.999263
2,4,2,155000,1,51.24417632828529,-2.999263
1,1,2,169070,1,51.2502860038629,-2.9984645959081297
1,2,3,280000,1,51.2354665159025,-2.9921706397406203
1,2,4,370000,1,51.26346876594379,-3.00995835944754
1,1,3,289950,1,51.2473661266475,-2.98862995729777
1,1,4,250000,1,51.2440676424532,-2.9916250929788704
1,2,3,303000,1,51.229522198042794,-2.9932887793421203
1,1,3,105000,1,51.2444840638083,-2.98597502427085
1,1,2,175000,1,51.2343356410074,-2.99085719397533
1,2,3,232500,1,51.255377,-3.00166702482244
1,3,5,237500,1,51.23021,-2.9769870716399995
1,3,4,231911,1,51.236466110169,-2.996346
1,1,2,174950,1,51.256134255409094,-3.00300543482198
1,2,4,286000,1,51.26353247221871,-3.009373
2,4,4,243000,1,51.24177598883411,-2.99886764039209
1,2,3,277500,1,51.26346876594379,-3.00995835944754
1,1,3,229950,1,51.256134255409094,-3.00300543482198
1,3,3,187500,1,51.2331560634454,-2.9942264325188703
1,2,3,300000,1,51.278991,-3.012629
1,1,3,229950,1,51.23013754756,-2.9907097140019303
1,3,3,184000,1,51.23021,-2.9769870716399995
1,2,4,285000,1,51.2347483362719,-2.98990637850093
1,1,2,208000,1,51.236009,-2.9867771052655296
1,1,3,222000,1,51.242200742514804,-2.99545294181141
1,3,2,135000,1,51.237351859491504,-2.9978120621767204
1,1,3,210000,1,51.262291332903395,-3.00676512987179
1,1,3,218000,1,51.2429247336766,-2.9949098540465897
1,2,3,272500,1,51.255377,-3.00166702482244
1,3,5,227500,1,51.2378511823108,-2.9940841482344105
1,2,3,225000,1,51.239901172309196,-2.9877392956435003
1,2,3,310000,1,51.2476933519224,-2.990786
1,2,3,400000,1,51.2359763036485,-2.99234
1,2,4,517500,1,51.2486482608883,-3.000964
1,3,2,162500,1,51.23469187352671,-2.99232585638672
1,1,3,250000,1,51.228446302088,-2.98866835423217
1,2,4,276000,1,51.2307614680914,-2.98390566081887
1,1,3,205000,1,51.23666195840139,-2.98904503302843
1,3,2,165000,1,51.2331560634454,-2.9942264325188703
1,2,3,260000,1,51.247240739701994,-2.9991579880267203
1,2,4,350000,1,51.278991,-3.012629
1,3,3,225000,1,51.2339758774812,-2.9898038568459904
1,2,3,249950,1,51.2401519558181,-2.9857248008164303
1,1,4,283000,1,51.2300142328426,-2.9946456586412205
1,2,3,227000,1,51.232700245883706,-2.9853936444633105
1,1,3,220000,1,51.2290648452775,-2.97819801502173
2,4,2,132500,1,51.24417632828529,-2.999263
1,2,4,380000,1,51.248264977137296,-3.00031208941635
1,1,3,180000,1,51.2390718671866,-2.9879793791667097
1,2,5,585000,1,51.268478247796004,-3.01089958031276
1,2,4,485000,1,51.245531791240396,-2.98542435526117
1,1,2,239000,1,51.2317971067208,-2.9964744480037795
1,1,2,168000,1,51.24208192588139,-2.98291521136244
1,2,3,280000,1,51.228232174512605,-2.99165697943854
1,2,3,230000,1,51.2441189594135,-2.9823426030070603
1,3,2,178500,1,51.23477872206221,-2.9948057146652998
1,2,3,400000,1,51.2449379214435,-2.98760365871382
1,1,3,177000,1,51.24105568091971,-2.98305091366509
1,3,2,165000,1,51.2378214563447,-2.9837698104887798
1,1,3,215000,1,51.2324403581343,-2.9874219441271697
1,1,3,315000,1,51.227497417071596,-2.9881610892879804
1,3,3,185000,1,51.2390718671866,-2.9879793791667097
1,2,4,400000,1,51.251415807582205,-2.99989329619893
1,2,2,236000,1,51.259235,-2.998443
1,1,3,206000,1,51.24443756671079,-2.98295111077051
1,1,2,195000,1,51.23540155337479,-2.9881585700362097
1,3,2,155000,1,51.234777600706394,-2.9959945525633103
1,1,3,230000,1,51.229457176196696,-2.99035137231313
1,1,3,219000,1,51.264517,-3.00625733643277
2,4,2,115800,1,51.234837973959294,-2.99629665335828
1,1,3,187500,1,51.2328351377431,-2.98859056204198
1,3,2,158000,1,51.2352634970279,-2.99806767324161
1,2,5,575000,1,51.2461543689964,-2.9957962080880898
1,2,3,385000,1,51.2322918057911,-2.999621845322
1,2,4,285000,1,51.243004275634,-2.9812300607734903
1,1,3,222000,1,51.231472,-2.97967234210993
1,2,4,675000,1,51.2473661266475,-2.98862995729777
1,1,2,159500,1,51.2408582787979,-2.98192931433802
1,2,3,290000,1,51.228232174512605,-2.99165697943854
1,1,3,194000,1,51.2589869138062,-3.00517381995648
1,3,2,235000,1,51.2483894055521,-2.9920332812956203
2,4,2,76250,1,51.28733795421721,-3.012475
1,4,1,122500,1,51.23469187352671,-2.99232585638672
1,3,3,175000,1,51.2359585493969,-2.9945876591404996
2,4,2,78500,1,51.28733795421721,-3.012475
1,2,3,246000,1,51.2325408747258,-2.98402956040734
1,1,2,132500,1,51.2373202552335,-2.99412999979548
1,2,2,247500,1,51.24354844553989,-2.9860266452425996
1,3,3,190000,1,51.231904671082894,-2.98696647004247
1,1,2,170000,1,51.2298489401781,-2.9779854909454304
1,1,2,170000,1,51.2298489401781,-2.9779854909454304
1,1,2,189000,1,51.264735,-3.0103909484205
1,2,4,395000,1,51.24443756671079,-2.98295111077051
1,3,2,179000,1,51.2340155020206,-2.99467466331922
1,2,3,240000,1,51.2305545283175,-2.9934972019406403
1,1,2,259950,1,51.2313419082384,-2.99501803311343
1,2,4,305000,1,51.243004275634,-2.9812300607734903
1,3,4,182500,1,51.2337274401898,-2.9947114201123703
1,3,2,183500,1,51.242322051902505,-2.9853700722586503
1,1,2,215000,1,51.2661332714439,-3.00962977745649
1,1,2,158000,1,51.2377297445496,-2.9839827219706296
1,1,4,267500,1,51.25243912845821,-2.99799539494127
1,1,2,185000,1,51.2291879572849,-2.9806783128073198
1,1,3,223500,1,51.2484850170955,-2.99348245661616
1,1,2,240000,1,51.243426,-2.986869
1,1,3,225000,1,51.234291874460204,-2.98645894446356
2,4,2,105000,1,51.23713181180371,-2.9983086535312498
1,1,3,278000,1,51.2429247336766,-2.9949098540465897
1,1,3,196950,1,51.24010244300921,-2.98305923954754
1,1,3,224500,1,51.232693177697705,-2.9819559778991698
1,2,4,271000,1,51.2307614680914,-2.98390566081887
1,1,3,275000,1,51.228446302088,-2.98866835423217
1,2,5,625000,1,51.268478247796004,-3.01089958031276
1,1,4,387000,1,51.242909646978795,-2.99879191975209
1,3,2,180000,1,51.237351859491504,-2.9978120621767204
1,1,3,213000,1,51.25535351295011,-2.9999930670430697
1,2,2,270000,1,51.24388199594561,-2.9848590099351204
1,1,2,178000,1,51.2386384085211,-2.98606488874629
2,4,2,175000,1,51.241239004010495,-2.9985694933079903
1,2,3,232000,1,51.2396191193791,-2.98279108200367
1,1,3,225000,1,51.2309527109085,-2.9825491087657405
1,2,4,263000,1,51.2325408747258,-2.98402956040734
1,3,2,158000,1,51.2418026512376,-2.98511543216022
1,1,2,235000,1,51.2398186296881,-2.9900582096259503
1,3,3,182000,1,51.23477872206221,-2.9948057146652998
1,2,4,299950,1,51.248506128607595,-2.9952309159451604
1,3,2,155000,1,51.2378214563447,-2.9837698104887798
1,2,3,246500,1,51.2313419082384,-2.99501803311343
1,2,3,227000,1,51.2401519558181,-2.9857248008164303
1,2,3,237500,1,51.243004275634,-2.9812300607734903
1,3,3,200000,1,51.230934169177296,-2.9900823159688996
2,4,2,109000,1,51.239091544552295,-2.9973196858082205
1,1,2,185000,1,51.231786195103,-2.9988088144239504
1,1,3,205000,1,51.241465246256396,-2.9941763981316503
1,2,3,229500,1,51.24314148567039,-2.98309539052145
1,2,3,230000,1,51.24914591559771,-2.99507279339715
1,1,4,232950,1,51.226427,-2.98831
1,2,4,285000,1,51.2305545283175,-2.9934972019406403
1,1,3,249950,1,51.2325296933674,-2.99703454863271
2,4,2,214950,1,51.24232294167499,-2.99905140265442
1,2,5,457500,1,51.2461543689964,-2.9957962080880898
1,2,2,350000,1,51.227497417071596,-2.9881610892879804
2,4,2,79950,1,51.28733795421721,-3.012475
1,2,3,270000,1,51.26929905101271,-3.01164864935451
1,1,3,189950,1,51.24010244300921,-2.98305923954754
1,1,3,267000,1,51.24388199594561,-2.9848590099351204
1,1,4,243000,1,51.2306009628925,-2.99755142517924
1,1,3,247500,1,51.25657360452821,-3.00242705535428
1,2,3,249950,1,51.2539607872923,-2.99881647651909
1,2,4,280000,1,51.243004275634,-2.9812300607734903
1,3,3,175000,1,51.239901172309196,-2.9877392956435003
1,3,2,175000,1,51.2291879572849,-2.9806783128073198
1,2,2,239950,1,51.2440676424532,-2.9916250929788704
1,3,3,147500,1,51.234777600706394,-2.9959945525633103
1,1,2,193000,1,51.2647538360145,-3.00796558495237
1,2,4,295000,1,51.24914591559771,-2.99507279339715
1,2,2,270500,1,51.2440676424532,-2.9916250929788704
1,2,4,286000,1,51.240858514387,-2.99149876698605
1,2,4,268000,1,51.2307614680914,-2.98390566081887
1,2,4,415000,1,51.25657360452821,-3.00242705535428
1,2,2,208000,1,51.2406564446676,-2.9898756442961902
1,1,3,210000,1,51.2339758774812,-2.9898038568459904
1,3,3,152100,1,51.2377074016527,-2.9887666419356
1,2,4,254950,1,51.243004275634,-2.9812300607734903
1,1,2,218000,1,51.2490265143435,-2.9932505512917102
1,2,4,260000,1,51.243651375975894,-2.9844815970305096
1,2,3,265000,1,51.2569336315742,-3.0002853081149
1,1,4,230000,1,51.23213127359261,-2.9920702406102095
2,4,2,116500,1,51.2343356410074,-2.99085719397533
1,1,3,215000,1,51.2484850170955,-2.99348245661616
2,4,2,84000,1,51.229641412119996,-2.98236363192918
1,2,3,264950,1,51.2298489401781,-2.9779854909454304
1,3,3,125000,1,51.23783293951939,-2.9951724236142003
1,3,3,125000,1,51.23783293951939,-2.9951724236142003
2,4,1,60500,1,51.244705278137204,-2.99701133017558
1,1,3,209950,1,51.234291874460204,-2.98645894446356
1,2,2,258000,1,51.256888068695204,-3.00455481320405
1,2,4,295000,1,51.2350981879034,-2.98574568248908
1,2,4,250000,1,51.2936334380299,-3.0104051204343
1,1,3,181500,1,51.232700245883706,-2.9853936444633105
1,1,2,224500,1,51.2406564446676,-2.9898756442961902
1,1,2,205000,1,51.233285506667606,-2.99697927301706
1,1,3,195000,1,51.2401077513776,-2.98883244317159
1,1,4,287500,1,51.25657360452821,-3.00242705535428
1,3,3,130000,1,51.234777600706394,-2.9959945525633103
1,1,3,233000,1,51.24314148567039,-2.98309539052145
1,2,2,165000,1,51.23469187352671,-2.99232585638672
1,1,2,185000,1,51.2546443666915,-3.0030012700316204
1,2,4,325000,1,51.2605344978934,-3.0071566888757797
1,1,2,259000,1,51.243011320106,-2.9963586686251897
1,3,1,125000,1,51.228232281108205,-2.99058286148673
1,2,4,285000,1,51.231259,-2.9814195885064305
1,1,3,264950,1,51.2317971067208,-2.9964744480037795
1,2,4,370000,1,51.272959,-3.0118036561480803
1,3,2,200000,1,51.2473589832669,-2.9894751290922303
1,2,4,274000,1,51.231259,-2.9814195885064305
1,2,4,237000,1,51.2307614680914,-2.98390566081887
1,2,2,249950,1,51.2473661266475,-2.98862995729777
1,3,3,184950,1,51.23021,-2.9769870716399995
1,3,2,165000,1,51.2352479498727,-2.99249538415363
1,3,2,167500,1,51.239287351003895,-2.9848181644392997
1,1,3,218950,1,51.245525974707796,-2.9882466441626
1,3,5,209950,1,51.236466110169,-2.996346
1,3,3,191500,1,51.233207586679896,-2.9923941800764307
1,3,4,290000,1,51.24914591559771,-2.99507279339715
1,2,5,472500,1,51.245525974707796,-2.9882466441626
1,1,3,225000,1,51.23127605819321,-2.9985256380620005
1,3,3,199950,1,51.2352192329424,-2.9958751771410297
1,3,2,239950,1,51.251674043687494,-2.9959727824215903
1,1,2,198000,1,51.234467988890295,-2.98796668301769
1,3,2,151500,1,51.2319090237463,-2.9896449159823595
1,2,4,267500,1,51.2305545283175,-2.9934972019406403
1,1,3,145000,1,51.23783293951939,-2.9951724236142003
1,2,4,287500,1,51.2354665159025,-2.9921706397406203
1,1,3,209950,1,51.2326279253524,-2.9907632111741798
1,3,3,167950,1,51.236588001420095,-2.99034694862241
1,1,3,230000,1,51.239316027775004,-2.99100719523873
1,3,3,162000,1,51.23666195840139,-2.98904503302843
1,1,2,170000,1,51.2386751965582,-2.9838310003709
1,3,2,164950,1,51.2342788846815,-2.99542516544419
1,1,2,242000,1,51.24354844553989,-2.9860266452425996
1,2,4,299950,1,51.231259,-2.9814195885064305
1,1,3,285000,1,51.25657360452821,-3.00242705535428
1,2,4,290000,1,51.2483894055521,-2.9920332812956203
1,1,3,227500,1,51.2607944883544,-3.00620214607944
1,3,2,172500,1,51.231904671082894,-2.98696647004247
1,1,2,225000,1,51.2317971067208,-2.9964744480037795
1,3,4,200000,1,51.23675992253321,-2.99446170147946
1,2,4,320000,1,51.246670546656894,-2.9995897759455903
2,4,1,58000,1,51.244705278137204,-2.99701133017558
1,1,5,225000,1,51.2359763036485,-2.99234
1,1,3,215000,1,51.234467988890295,-2.98796668301769
1,3,2,149950,1,51.23469187352671,-2.99232585638672
1,1,3,200000,1,51.2336619837977,-2.9875770102342005
1,1,2,175000,1,51.2380133459472,-2.9844758116324703
1,3,3,122000,1,51.2359585493969,-2.9945876591404996
2,2,2,140000,1,51.250347230077,-2.9954999272101803
1,1,3,189500,1,51.2377074016527,-2.9887666419356
1,2,3,365000,1,51.2774123102364,-3.01241471053263
1,2,3,285000,1,51.2475651593892,-2.9895511930330096
1,3,3,220000,1,51.2339758774812,-2.9898038568459904
1,3,3,224500,1,51.23013754756,-2.9907097140019303
1,1,2,206000,1,51.251674043687494,-2.9959727824215903
1,1,3,198000,1,51.2635592187142,-3.00781045273025
1,2,2,225000,1,51.2480007425509,-2.99120823485015
1,3,3,199950,1,51.2312757430457,-2.98796991177173
1,1,3,210000,1,51.2309527109085,-2.9825491087657405
1,2,3,277000,1,51.2313419082384,-2.99501803311343
1,1,2,219950,1,51.25551275692779,-3.0034500742669503
1,1,2,207000,1,51.24354844553989,-2.9860266452425996
1,1,4,375000,1,51.243692431167794,-2.9987372472134797
1,1,2,224950,1,51.234467988890295,-2.98796668301769
1,1,2,179000,1,51.2339891069724,-2.9893028221695297
1,1,2,198000,1,51.23666195840139,-2.98904503302843
2,4,2,72000,1,51.28733795421721,-3.012475
1,1,2,215500,1,51.2579854613665,-2.9992619899129904
2,4,2,72000,1,51.28733795421721,-3.012475
1,2,4,285000,1,51.2359763036485,-2.99234
1,1,2,197500,1,51.2406564446676,-2.9898756442961902
1,1,4,260000,1,51.2476622960501,-2.9971755832935
1,3,2,138000,1,51.2295986144376,-2.99170067981892
1,1,2,180000,1,51.247229509015,-2.9920226454251098
1,1,3,250000,1,51.25657360452821,-3.00242705535428
1,1,3,218000,1,51.258819255732796,-3.0027052097812
1,2,3,225000,1,51.2307614680914,-2.98390566081887
1,3,3,178000,1,51.2373979559291,-2.98600971269621
1,4,2,154000,1,51.229949949147304,-2.9806232954830896
1,1,3,180000,1,51.2380133459472,-2.9844758116324703
1,3,3,237500,1,51.247240739701994,-2.9991579880267203
1,1,4,465000,1,51.240475300605205,-2.99849565094571
1,2,5,344000,1,51.2347483362719,-2.98990637850093
1,2,3,400000,1,51.2469787375844,-2.99402308836738
1,3,3,226250,1,51.2378511823108,-2.9940841482344105
1,1,1,122500,1,51.2476622960501,-2.9971755832935
1,1,2,220000,1,51.2441189594135,-2.9823426030070603
1,1,3,200000,1,51.231472,-2.97967234210993
1,1,3,258000,1,51.2450603197097,-2.9826778533599003
1,1,2,205000,1,51.2546443666915,-3.0030012700316204
1,3,2,132500,1,51.2380133459472,-2.9844758116324703
1,2,5,590000,1,51.26929905101271,-3.01164864935451
1,1,2,210000,1,51.23666195840139,-2.98904503302843
1,1,3,200000,1,51.229949949147304,-2.9806232954830896
1,1,2,239950,1,51.26353247221871,-3.009373
